What is your gender? - Selected Choice
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Amazon Transcribe
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Speech-to-text API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Amazon Rekognition
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Vision API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Amazon Comprehend
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Natural Language API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Amazon Translate
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Translation API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Amazon Lex
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Dialogflow Enterprise Edition
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Amazon Rekognition Video
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Video Intelligence API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud AutoML
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Amazon SageMaker
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Machine Learning Engine
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - DataRobot
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - H20 Driverless AI
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Domino Datalab
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - SAS
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Dataiku
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - RapidMiner
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Instabase
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Algorithmia
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Dataversity
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Cloudera
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Machine Learning Studio
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Machine Learning Workbench
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Cortana Intelligence Suite
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Bing Speech API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Speaker Recognition API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Computer Vision API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Face API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Video API
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Watson Studio
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Watson Knowledge Catalog
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Watson Assistant
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Watson Discovery
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Watson Text to Speech
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Watson Visual Recognition
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Watson Machine Learning
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Cognitive Services
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - None
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Other
Which of the following machine learning products have you used at work or school in the last 5 years? (Select all that apply) - Other - Text
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS Relational Database Service
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS Aurora
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud SQL
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Spanner
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS DynamoDB
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Datastore
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Bigtable
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS SimpleDB
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Microsoft SQL Server
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - MySQL
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - PostgresSQL
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - SQLite
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Oracle Database
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Ingres
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Microsoft Access
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - NexusDB
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - SAP IQ
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Fusion Tables
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Database for MySQL
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Cosmos DB
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure SQL Database
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Database for PostgreSQL
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Cloud Compose
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Cloud Compose for MySQL
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Cloud Compose for PostgreSQL
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Cloud Db2
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - None
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Other
Which of the following relational database products have you used at work or school in the last 5 years? (Select all that apply) - Other - Text
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS Elastic MapReduce
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS Batch
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Dataproc
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Dataflow
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Dataprep
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS Kinesis
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google Cloud Pub/Sub
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS Athena
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - AWS Redshift
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Google BigQuery
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Teradata
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Microsoft Analysis Services
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Oracle Exadata
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Oracle Warehouse Builder
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - SAP IQ
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Snowflake
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Databricks
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure SQL Data Warehouse
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure HDInsight
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Azure Stream Analytics
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM InfoSphere DataStorage
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Cloud Analytics Engine
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - IBM Cloud Streaming Analytics
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - None
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Selected Choice - Other
Which of the following big data and analytics products have you used at work or school in the last 5 years? (Select all that apply) - Other - Text
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Audio Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Categorical Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Genetic Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Geospatial Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Image Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Numerical Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Sensor Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Tabular Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Text Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Time Series Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Video Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Selected Choice - Other Data
Which types of data do you currently interact with most often at work or school? (Select all that apply) - Other Data - Text
What is the type of data that you currently interact with most often at work or school? - Selected Choice
What is the type of data that you currently interact with most often at work or school? - Other Data - Text
Where do you find public datasets? (Select all that apply) - Selected Choice - Government websites
Where do you find public datasets? (Select all that apply) - Selected Choice - University research group websites
Where do you find public datasets? (Select all that apply) - Selected Choice - Non-profit research group websites
"Where do you find public datasets? (Select all that apply) - Selected Choice - Dataset aggregator/platform (Socrata, Kaggle Public Datasets Platform, etc.)"
"Where do you find public datasets? (Select all that apply) - Selected Choice - I collect my own data (web-scraping, etc.)"
Where do you find public datasets? (Select all that apply) - Selected Choice - Publicly released data from private companies
Where do you find public datasets? (Select all that apply) - Selected Choice - Google Search
Where do you find public datasets? (Select all that apply) - Selected Choice - Google Dataset Search
Where do you find public datasets? (Select all that apply) - Selected Choice - GitHub
Where do you find public datasets? (Select all that apply) - Selected Choice - None/I do not work with public data
Where do you find public datasets? (Select all that apply) - Selected Choice - Other
Where do you find public datasets? (Select all that apply) - Other - Text
"During a typical data science project at work or school, approximately what proportion of your time is devoted to the following? (Answers must add up to 100%) - Gathering data"
"During a typical data science project at work or school, approximately what proportion of your time is devoted to the following? (Answers must add up to 100%) - Cleaning data"
"During a typical data science project at work or school, approximately what proportion of your time is devoted to the following? (Answers must add up to 100%) - Visualizing data"
"During a typical data science project at work or school, approximately what proportion of your time is devoted to the following? (Answers must add up to 100%) - Model building/model selection"
"During a typical data science project at work or school, approximately what proportion of your time is devoted to the following? (Answers must add up to 100%) - Putting the model into production"
"During a typical data science project at work or school, approximately what proportion of your time is devoted to the following? (Answers must add up to 100%) - Finding insights in the data and communicating with stakeholders"
"During a typical data science project at work or school, approximately what proportion of your time is devoted to the following? (Answers must add up to 100%) - Other"
What percentage of your current machine learning/data science training falls under each category? (Answers must add up to 100%) - Self-taught
"What percentage of your current machine learning/data science training falls under each category? (Answers must add up to 100%) - Online courses (Coursera, Udemy, edX, etc.)"
What percentage of your current machine learning/data science training falls under each category? (Answers must add up to 100%) - Work
What percentage of your current machine learning/data science training falls under each category? (Answers must add up to 100%) - University
What percentage of your current machine learning/data science training falls under each category? (Answers must add up to 100%) - Kaggle competitions
What percentage of your current machine learning/data science training falls under each category? (Answers must add up to 100%) - Other
What percentage of your current machine learning/data science training falls under each category? (Answers must add up to 100%) - Other - Text
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - Udacity
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - Coursera
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - edX
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - DataCamp
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - DataQuest
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - Kaggle Learn
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - Fast.AI
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - developers.google.com
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - Udemy
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - TheSchool.AI
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - Online University Courses
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - None
On which online platforms have you begun or completed data science courses? (Select all that apply) - Selected Choice - Other
On which online platforms have you begun or completed data science courses? (Select all that apply) - Other - Text
On which online platform have you spent the most amount of time? - Selected Choice
On which online platform have you spent the most amount of time? - Other - Text
Who/what are your favorite media sources that report on data science topics? (Select all that apply) - Selected Choice - Twitter
Who/what are your favorite media sources that report on data science topics? (Select all that apply) - Selected Choice - Hacker News
Who/what are your favorite media sources that report on data science topics? (Select all that apply) - Selected Choice - r/machinelearning
Who/what are your favorite media sources that report on data science topics? (Select all that apply) - Selected Choice - Kaggle forums
Who/what are your favorite media sources that report on data science topics? (Select all that apply) - Selected Choice - Fastai forums
Who/what are your favorite media sources that report on data science topics? (Select all that apply) - Selected Choice - Siraj Raval YouTube Channel
